dim,group,estimand,model,estimate,se,ci_lo,ci_hi,lo,hi,violates,excess
ethnicity,Malay,PH,M2_logit,0.05668447031601656,0.006191495882804116,0.04618175596821971,0.0696615407404402,0.0158973753020175,0.3758674508308607,False,0.0
ethnicity,Malay,PH,M3_probit,0.056684303415079684,,,,0.0158973753020175,0.3758674508308607,False,0.0
ethnicity,Malay,PH,M2ml_logit_noprior,0.05668440227263379,,,,0.0158973753020175,0.3758674508308607,False,0.0
ethnicity,Malay,PH,M4_context,0.054047075210703156,,,,0.0158973753020175,0.3758674508308607,False,0.0
ethnicity,Malay,PH,M5_within_seat,0.06618616136422871,0.00506719407647547,0.05581646555317877,0.0760869298703463,0.0158973753020175,0.3758674508308607,False,0.0
ethnicity,Chinese,PH,M1_lpm,0.6261065068887498,0.011689682937522945,0.600655992476027,0.6453288088512692,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Chinese,PH,M2_logit,0.6277780830130097,0.011827704849233024,0.601492595652982,0.6479715555906661,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Chinese,PH,M3_probit,0.6277782166630479,,,,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Chinese,PH,M2ml_logit_noprior,0.6277781107356059,,,,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Chinese,PH,M4_context,0.6390951907552976,,,,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Chinese,PH,M5_within_seat,0.6288912662130522,0.010675081115111408,0.6056940670239266,0.6478859235518507,0.2083640018265563,0.7693649380409557,False,0.0
ethnicity,Indian,PH,M1_lpm,0.6239165380097146,0.05564573368679628,0.5084213249541932,0.717753734500984,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Indian,PH,M2_logit,0.6399785187180626,0.05518017884703243,0.5276296284990811,0.7333000703433935,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Indian,PH,M3_probit,0.639985015934438,,,,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Indian,PH,M2ml_logit_noprior,0.6399891911862853,,,,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Indian,PH,M4_context,0.6252682238693321,,,,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Indian,PH,M5_within_seat,0.598943937314405,0.035092158148970445,0.5261791497088744,0.6520232712983621,0.003033545556685,0.9765448611631268,False,0.0
ethnicity,Other,PH,M1_lpm,0.18738240747807255,0.04468527096580609,0.09972850617421838,0.26223840565764145,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Other,PH,M2_logit,0.1795071787807,0.042223854718398464,0.09574243211589537,0.2596802275064739,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Other,PH,M3_probit,0.17948302012549416,,,,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Other,PH,M2ml_logit_noprior,0.1794686375913841,,,,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Other,PH,M4_context,0.16292800295974302,,,,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Other,PH,M5_within_seat,0.09931294398729489,0.031128934891913533,0.044706958649542994,0.1664489614465634,0.0041913613835904,0.8941865082283041,False,0.0
ethnicity,Malay,PN,M1_lpm,0.3374678817088611,0.012191822349993236,0.3128012864290153,0.3621078726177359,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Malay,PN,M2_logit,0.3383943819844961,0.012529791615952949,0.31284752274683464,0.3630714236460675,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Malay,PN,M3_probit,0.33841860953495084,,,,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Malay,PN,M2ml_logit_noprior,0.33842226943990067,,,,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Malay,PN,M4_context,0.31501786626207745,,,,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Malay,PN,M5_within_seat,0.335599116621916,0.014397914182051995,0.30780495379782374,0.3651173943204628,0.139551843348873,0.361222727809823,False,0.0
ethnicity,Chinese,PN,M1_lpm,0.006622280242339601,0.0056798831757526105,-0.0042846357787250855,0.018040587330746583,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Chinese,PN,M2_logit,0.002393208061755115,0.0012576211807576595,0.000348642898799486,0.00507696912122479,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Chinese,PN,M3_probit,0.002388842547011958,,,,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Chinese,PN,M2ml_logit_noprior,0.0023873074031167114,,,,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Chinese,PN,M4_context,0.015535349699485545,,,,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Chinese,PN,M5_within_seat,0.0037105454714391334,0.0010253453037038394,0.002028652556957366,0.00592864458381114,0.0002137237771351,0.2636903111192662,False,0.0
ethnicity,Indian,PN,M1_lpm,-0.011178351242956765,0.03404879840199605,-0.08780628059182966,0.047596969449168566,0.0,0.6881761275480177,True,0.011178351242956765
ethnicity,Indian,PN,M2_logit,0.00033786856132679316,0.005821634953578121,0.00012848577874861617,0.016578370889313413,0.0,0.6881761275480177,False,0.0
ethnicity,Indian,PN,M3_probit,4.1029240066338834e-05,,,,0.0,0.6881761275480177,False,0.0
ethnicity,Indian,PN,M2ml_logit_noprior,9.44582601698364e-10,,,,0.0,0.6881761275480177,False,0.0
ethnicity,Indian,PN,M4_context,6.325803439049013e-09,,,,0.0,0.6881761275480177,False,0.0
ethnicity,Indian,PN,M5_within_seat,0.0181039089228121,0.007210517148956226,0.005489667259176202,0.03093262588711274,0.0,0.6881761275480177,False,0.0
ethnicity,Other,PN,M1_lpm,0.42723270789660805,0.13910332796881236,0.18671584230885083,0.7533454510719105,0.0024265776431313,0.945806432636734,False,0.0
ethnicity,Other,PN,M2_logit,0.427620505711163,0.1401249536011222,0.1603893221992614,0.7140186600388585,0.0024265776431313,0.945806432636734,False,0.0
ethnicity,Other,PN,M3_probit,0.42786821695656685,,,,0.0024265776431313,0.945806432636734,False,0.0
ethnicity,Other,PN,M2ml_logit_noprior,0.4279047404467591,,,,0.0024265776431313,0.945806432636734,False,0.0
ethnicity,Other,PN,M4_context,0.5946182872112737,,,,0.0024265776431313,0.945806432636734,False,0.0
ethnicity,Other,PN,M5_within_seat,0.4641502982756937,0.06542790061798064,0.3406283827086767,0.5857219162814036,0.0024265776431313,0.945806432636734,False,0.0
age,18-29,turnout,M1_lpm,0.7412329236134743,0.005265805581405754,0.7305962844294016,0.750955845118883,0.6351090070800582,0.8296211902243,False,0.0
age,18-29,turnout,M2_logit,0.7412122986110821,0.005254108028117201,0.7306325006201349,0.7509002447395773,0.6351090070800582,0.8296211902243,False,0.0
age,18-29,turnout,M3_probit,0.7412124467410866,,,,0.6351090070800582,0.8296211902243,False,0.0
age,18-29,turnout,M2ml_logit_noprior,0.7412125390610501,,,,0.6351090070800582,0.8296211902243,False,0.0
age,18-29,turnout,M4_context,0.8158233090934025,,,,0.6351090070800582,0.8296211902243,False,0.0
age,18-29,turnout,M5_within_seat,0.7413445386790112,0.005308626177568597,0.7306004608680235,0.751043318276616,0.6351090070800582,0.8296211902243,False,0.0
age,30-39,turnout,M1_lpm,0.6984723706202365,0.005186376130993949,0.6880586993643207,0.7081561704531261,0.4890072158684389,0.895758205488662,False,0.0
age,30-39,turnout,M2_logit,0.6984068088658394,0.005223926470699985,0.6878718143502394,0.7082109391679334,0.4890072158684389,0.895758205488662,False,0.0
age,30-39,turnout,M3_probit,0.6984069435458342,,,,0.4890072158684389,0.895758205488662,False,0.0
age,30-39,turnout,M2ml_logit_noprior,0.6984069941601911,,,,0.4890072158684389,0.895758205488662,False,0.0
age,30-39,turnout,M4_context,0.6423839306086196,,,,0.4890072158684389,0.895758205488662,False,0.0
age,30-39,turnout,M5_within_seat,0.698707626757756,0.005022062995165518,0.6888748734886354,0.7079787978984409,0.4890072158684389,0.895758205488662,False,0.0
age,40-49,turnout,M1_lpm,0.750568342870075,0.006182814891410884,0.7380964035597667,0.761347376674952,0.5145143772540979,0.9337695155634782,False,0.0
age,40-49,turnout,M2_logit,0.7507574610606456,0.006172017147243357,0.7382361570652123,0.7613551169428174,0.5145143772540979,0.9337695155634782,False,0.0
age,40-49,turnout,M3_probit,0.7507577093221893,,,,0.5145143772540979,0.9337695155634782,False,0.0
age,40-49,turnout,M2ml_logit_noprior,0.750757837702204,,,,0.5145143772540979,0.9337695155634782,False,0.0
age,40-49,turnout,M4_context,0.7458985420535996,,,,0.5145143772540979,0.9337695155634782,False,0.0
age,40-49,turnout,M5_within_seat,0.7495931824164781,0.006359169210230033,0.7368767916645655,0.7603613346348886,0.5145143772540979,0.9337695155634782,False,0.0
