dim,group,estimand,model,estimate,se,ci_lo,ci_hi
ethnicity,Malay,PH,M5_within_seat,0.06618616136422871,0.00506719407647547,0.05581646555317877,0.0760869298703463
ethnicity,Chinese,PH,M1_lpm,0.6261065068887498,0.011689682937522945,0.600655992476027,0.6453288088512692
ethnicity,Chinese,PH,M2_logit,0.6277780830130097,0.011827704849233024,0.601492595652982,0.6479715555906661
ethnicity,Chinese,PH,M3_probit,0.6277782166630479,,,
ethnicity,Chinese,PH,M2ml_logit_noprior,0.6277781107356059,,,
ethnicity,Chinese,PH,M4_context,0.6390951907552976,,,
ethnicity,Chinese,PH,M5_within_seat,0.6288912662130522,0.010675081115111408,0.6056940670239266,0.6478859235518507
ethnicity,Indian,PH,M1_lpm,0.6239165380097146,0.05564573368679628,0.5084213249541932,0.717753734500984
ethnicity,Indian,PH,M2_logit,0.6399785187180626,0.05518017884703243,0.5276296284990811,0.7333000703433935
ethnicity,Indian,PH,M3_probit,0.639985015934438,,,
ethnicity,Indian,PH,M2ml_logit_noprior,0.6399891911862853,,,
ethnicity,Indian,PH,M4_context,0.6252682238693321,,,
ethnicity,Indian,PH,M5_within_seat,0.598943937314405,0.035092158148970445,0.5261791497088744,0.6520232712983621
ethnicity,Other,PH,M1_lpm,0.18738240747807255,0.04468527096580609,0.09972850617421838,0.26223840565764145
ethnicity,Other,PH,M2_logit,0.1795071787807,0.042223854718398464,0.09574243211589537,0.2596802275064739
ethnicity,Other,PH,M3_probit,0.17948302012549416,,,
ethnicity,Other,PH,M2ml_logit_noprior,0.1794686375913841,,,
ethnicity,Other,PH,M4_context,0.16292800295974302,,,
ethnicity,Other,PH,M5_within_seat,0.09931294398729489,0.031128934891913533,0.044706958649542994,0.1664489614465634
ethnicity,Malay,PN,M1_lpm,0.3374678817088611,0.012191822349993236,0.3128012864290153,0.3621078726177359
ethnicity,Malay,PN,M2_logit,0.3383943819844961,0.012529791615952949,0.31284752274683464,0.3630714236460675
ethnicity,Malay,PN,M3_probit,0.33841860953495084,,,
ethnicity,Malay,PN,M2ml_logit_noprior,0.33842226943990067,,,
ethnicity,Malay,PN,M4_context,0.31501786626207745,,,
ethnicity,Malay,PN,M5_within_seat,0.335599116621916,0.014397914182051995,0.30780495379782374,0.3651173943204628
ethnicity,Chinese,PN,M1_lpm,0.006622280242339601,0.0056798831757526105,-0.0042846357787250855,0.018040587330746583
ethnicity,Chinese,PN,M2_logit,0.002393208061755115,0.0012576211807576595,0.000348642898799486,0.00507696912122479
ethnicity,Chinese,PN,M3_probit,0.002388842547011958,,,
ethnicity,Chinese,PN,M2ml_logit_noprior,0.0023873074031167114,,,
ethnicity,Chinese,PN,M4_context,0.015535349699485545,,,
ethnicity,Chinese,PN,M5_within_seat,0.0037105454714391334,0.0010253453037038394,0.002028652556957366,0.00592864458381114
ethnicity,Indian,PN,M1_lpm,-0.011178351242956765,0.03404879840199605,-0.08780628059182966,0.047596969449168566
ethnicity,Indian,PN,M2_logit,0.00033786856132679316,0.005821634953578121,0.00012848577874861617,0.016578370889313413
ethnicity,Indian,PN,M3_probit,4.1029240066338834e-05,,,
ethnicity,Indian,PN,M2ml_logit_noprior,9.44582601698364e-10,,,
ethnicity,Indian,PN,M4_context,6.325803439049013e-09,,,
ethnicity,Indian,PN,M5_within_seat,0.0181039089228121,0.007210517148956226,0.005489667259176202,0.03093262588711274
ethnicity,Other,PN,M1_lpm,0.42723270789660805,0.13910332796881236,0.18671584230885083,0.7533454510719105
ethnicity,Other,PN,M2_logit,0.427620505711163,0.1401249536011222,0.1603893221992614,0.7140186600388585
ethnicity,Other,PN,M3_probit,0.42786821695656685,,,
ethnicity,Other,PN,M2ml_logit_noprior,0.4279047404467591,,,
ethnicity,Other,PN,M4_context,0.5946182872112737,,,
ethnicity,Other,PN,M5_within_seat,0.4641502982756937,0.06542790061798064,0.3406283827086767,0.5857219162814036
age,18-29,turnout,M1_lpm,0.7412329236134743,0.005265805581405754,0.7305962844294016,0.750955845118883
age,18-29,turnout,M2_logit,0.7412122986110821,0.005254108028117201,0.7306325006201349,0.7509002447395773
age,18-29,turnout,M3_probit,0.7412124467410866,,,
age,18-29,turnout,M2ml_logit_noprior,0.7412125390610501,,,
age,18-29,turnout,M4_context,0.8158233090934025,,,
age,18-29,turnout,M5_within_seat,0.7413445386790112,0.005308626177568597,0.7306004608680235,0.751043318276616
age,30-39,turnout,M1_lpm,0.6984723706202365,0.005186376130993949,0.6880586993643207,0.7081561704531261
age,30-39,turnout,M2_logit,0.6984068088658394,0.005223926470699985,0.6878718143502394,0.7082109391679334
age,30-39,turnout,M3_probit,0.6984069435458342,,,
age,30-39,turnout,M2ml_logit_noprior,0.6984069941601911,,,
age,30-39,turnout,M4_context,0.6423839306086196,,,
age,30-39,turnout,M5_within_seat,0.698707626757756,0.005022062995165518,0.6888748734886354,0.7079787978984409
age,40-49,turnout,M1_lpm,0.750568342870075,0.006182814891410884,0.7380964035597667,0.761347376674952
age,40-49,turnout,M2_logit,0.7507574610606456,0.006172017147243357,0.7382361570652123,0.7613551169428174
age,40-49,turnout,M3_probit,0.7507577093221893,,,
age,40-49,turnout,M2ml_logit_noprior,0.750757837702204,,,
age,40-49,turnout,M4_context,0.7458985420535996,,,
age,40-49,turnout,M5_within_seat,0.7495931824164781,0.006359169210230033,0.7368767916645655,0.7603613346348886
age,50-59,turnout,M1_lpm,0.8027979681042883,0.0059848219724235,0.7905182776462173,0.8135051074060194
age,50-59,turnout,M2_logit,0.8025989256849265,0.005882145877457498,0.7909201423388826,0.8130841494459361
age,50-59,turnout,M3_probit,0.8025992996632302,,,
age,50-59,turnout,M2ml_logit_noprior,0.8025995040430126,,,
age,50-59,turnout,M4_context,0.796670564455902,,,
age,50-59,turnout,M5_within_seat,0.8021430902462898,0.005918992676260414,0.7903790664800302,0.8134292182420847
age,60-69,turnout,M1_lpm,0.8073066317659642,0.005713156000129889,0.7974049248720918,0.8180507063507606
age,60-69,turnout,M2_logit,0.8048762966970316,0.006013261567977585,0.7944809188642854,0.8159373192970969
age,60-69,turnout,M3_probit,0.8048772575814198,,,
age,60-69,turnout,M2ml_logit_noprior,0.8048777603123975,,,
age,60-69,turnout,M4_context,0.8077688069846621,,,
age,60-69,turnout,M5_within_seat,0.8072270641745637,0.00718258093244836,0.794240304632619,0.8226590702605497
age,70+,turnout,M1_lpm,0.5758364394604051,0.013398234098281593,0.5513508776705504,0.6028448644798472
age,70+,turnout,M2_logit,0.5787871277161932,0.01273490515950922,0.555131163880705,0.6042493147368997
age,70+,turnout,M3_probit,0.5787867229538468,,,
age,70+,turnout,M2ml_logit_noprior,0.5787866545904787,,,
age,70+,turnout,M4_context,0.5676840823058973,,,
age,70+,turnout,M5_within_seat,0.5776621546789997,0.012098126559603942,0.5559605450291106,0.6023992079976029
age,18-29,BN,M1_lpm,0.17701024367084145,0.01317330416370739,0.15371265180219154,0.20638384399639112
age,18-29,BN,M2_logit,0.17623141474004242,0.013235017534414448,0.15296969460978543,0.2058349592299883
age,18-29,BN,M3_probit,0.17623117063094845,,,
age,18-29,BN,M2ml_logit_noprior,0.17623106714609826,,,
age,18-29,BN,M4_context,0.23462062110176932,,,
age,18-29,BN,M5_within_seat,0.1790086423680807,0.013232428324792328,0.15547591729589055,0.2084893863118748
age,30-39,BN,M1_lpm,0.2054008948299633,0.013273006293079133,0.18173030363182155,0.23220793172626394
age,30-39,BN,M2_logit,0.20586095019428452,0.01326753749857843,0.18187666168789474,0.2334837119920019
age,30-39,BN,M3_probit,0.2058608478317384,,,
age,30-39,BN,M2ml_logit_noprior,0.2058605995216365,,,
age,30-39,BN,M4_context,0.06682925784895956,,,
age,30-39,BN,M5_within_seat,0.2016247944654685,0.012946939132860406,0.179691614390759,0.22939017278478188
age,40-49,BN,M1_lpm,0.2090599895748967,0.015369983351489055,0.18182198872851435,0.24244058911960542
age,40-49,BN,M2_logit,0.20757149563453683,0.0156136488550991,0.1799579794280268,0.2414243656884692
age,40-49,BN,M3_probit,0.20757112850514725,,,
age,40-49,BN,M2ml_logit_noprior,0.207570969987322,,,
age,40-49,BN,M4_context,0.18225721852010993,,,
age,40-49,BN,M5_within_seat,0.20626419165209606,0.014423723478450268,0.1804209015704869,0.23890101020541088
age,50-59,BN,M1_lpm,0.253372378811836,0.014465198575113084,0.22807521259863106,0.28531921780457253
age,50-59,BN,M2_logit,0.2531066899728508,0.014490265565634682,0.22788902284750936,0.28481711060679055
age,50-59,BN,M3_probit,0.2531062513181394,,,
age,50-59,BN,M2ml_logit_noprior,0.2531062210638206,,,
age,50-59,BN,M4_context,0.2505618642472133,,,
age,50-59,BN,M5_within_seat,0.2578182108752128,0.015510930475588857,0.2295853337059291,0.2912057004410038
age,60-69,BN,M1_lpm,0.3117947860870037,0.020325659832140127,0.2772643779117917,0.35308345848375744
age,60-69,BN,M2_logit,0.31591275442034,0.02073234952580847,0.2802828561444317,0.35913452389825645
age,60-69,BN,M3_probit,0.3159126042400625,,,
age,60-69,BN,M2ml_logit_noprior,0.31591275645702416,,,
age,60-69,BN,M4_context,0.32351394828322,,,
age,60-69,BN,M5_within_seat,0.3204873785464284,0.022012689008515808,0.2832809739688316,0.3705168824305689
age,70+,BN,M1_lpm,0.26633963390471366,0.020884912109413987,0.2306373520384891,0.30695763816665333
age,70+,BN,M2_logit,0.26505920410780454,0.021794681425973895,0.22743927107135803,0.30748731141450186
age,70+,BN,M3_probit,0.26505829326978425,,,
age,70+,BN,M2ml_logit_noprior,0.2650578105285863,,,
age,70+,BN,M4_context,0.22822342858316597,,,
age,70+,BN,M5_within_seat,0.25445790568779075,0.019581110154212822,0.21897287478839808,0.2932193554417915
age,18-29,PH,M1_lpm,0.30380578973258654,0.019123238527888917,0.262211755427275,0.33459200180093873
age,18-29,PH,M2_logit,0.30320795950210555,0.019178656794560985,0.2618154447347948,0.3342011523543125
age,18-29,PH,M3_probit,0.3032078738244129,,,
age,18-29,PH,M2ml_logit_noprior,0.3032078147135378,,,
age,18-29,PH,M4_context,0.12134906933274761,,,
age,18-29,PH,M5_within_seat,0.3007788694855528,0.01925273414642453,0.25981659609994817,0.3311771427654867
age,30-39,PH,M1_lpm,0.2569803604007965,0.020093480347984465,0.21718492599356504,0.2913738467904691
age,30-39,PH,M2_logit,0.259139368275445,0.019923651300135264,0.2199788211155084,0.29321700510806353
age,30-39,PH,M3_probit,0.25913912072158907,,,
age,30-39,PH,M2ml_logit_noprior,0.25913899271111257,,,
age,30-39,PH,M4_context,0.3552113449240308,,,
age,30-39,PH,M5_within_seat,0.2631595464285406,0.0197045147875847,0.22339852873835078,0.29555452878239663
age,40-49,PH,M1_lpm,0.34335790193476634,0.0247292385808583,0.29145130872746816,0.3831547446258783
age,40-49,PH,M2_logit,0.3424139893158546,0.0245250027581374,0.29066330983908806,0.3819291945428202
age,40-49,PH,M3_probit,0.3424139090240299,,,
age,40-49,PH,M2ml_logit_noprior,0.3424138248430831,,,
age,40-49,PH,M4_context,0.3458320149092767,,,
age,40-49,PH,M5_within_seat,0.3416742269860158,0.02382721347698361,0.29140117996962717,0.3799830331624763
age,50-59,PH,M1_lpm,0.37719569803021,0.02065589355069367,0.3341620518264778,0.4127116585616903
age,50-59,PH,M2_logit,0.3761692777955558,0.020716467443464885,0.3338168883700419,0.41172456679702074
age,50-59,PH,M3_probit,0.37616913930472484,,,
age,50-59,PH,M2ml_logit_noprior,0.3761690532573127,,,
age,50-59,PH,M4_context,0.3779024724507497,,,
age,50-59,PH,M5_within_seat,0.37295784807362475,0.020662486064398116,0.3324412483741049,0.4099047869120841
age,60-69,PH,M1_lpm,0.3767219585548102,0.021047981556161718,0.331715885898409,0.41219004036355605
age,60-69,PH,M2_logit,0.37262080570628403,0.021363606550388648,0.32674150678169706,0.4085712499764341
age,60-69,PH,M3_probit,0.37262088561189133,,,
age,60-69,PH,M2ml_logit_noprior,0.3726209743581665,,,
age,60-69,PH,M4_context,0.36063056923398307,,,
age,60-69,PH,M5_within_seat,0.3675456501607672,0.022979414308766776,0.32050561984445514,0.4074587120503551
age,70+,PH,M1_lpm,0.23643774728866324,0.017739288074346406,0.201498514363455,0.26942926570282744
age,70+,PH,M2_logit,0.24426440668199964,0.016817916511704566,0.2107230641691369,0.27371549508796267
age,70+,PH,M3_probit,0.24426338672871206,,,
age,70+,PH,M2ml_logit_noprior,0.24426277809354877,,,
age,70+,PH,M4_context,0.2522141260184147,,,
age,70+,PH,M5_within_seat,0.25618059050837005,0.016143764480230017,0.22376951792200597,0.2872742094861424
age,18-29,PN,M1_lpm,0.25516469136805536,0.01519602609482281,0.22799577418240224,0.28497275214309836
age,18-29,PN,M2_logit,0.25545998688209487,0.015177126791201291,0.22822042445254503,0.2852500109957817
age,18-29,PN,M3_probit,0.25545997298859274,,,
age,18-29,PN,M2ml_logit_noprior,0.25545993639753906,,,
age,18-29,PN,M4_context,0.3181282335013903,,,
age,18-29,PN,M5_within_seat,0.25602774130332945,0.015073625497994732,0.22930030161968348,0.2863865979522493
age,30-39,PN,M1_lpm,0.23016015924251912,0.01515611630590127,0.2036112575508767,0.2630816970101752
age,30-39,PN,M2_logit,0.23090501930009263,0.01517353522936622,0.20433422136861198,0.26367062276373754
age,30-39,PN,M3_probit,0.2309049673278465,,,
age,30-39,PN,M2ml_logit_noprior,0.23090482567524145,,,
age,30-39,PN,M4_context,0.11296458843848488,,,
age,30-39,PN,M5_within_seat,0.22976308656695643,0.014994113297648649,0.20308329873968678,0.2623827489656667
age,40-49,PN,M1_lpm,0.19021326436753086,0.015117969379261338,0.16363340424223466,0.22441358957525487
age,40-49,PN,M2_logit,0.19055397618972697,0.01510847918622193,0.16425445187816035,0.22434635009502138
age,40-49,PN,M3_probit,0.1905537816852823,,,
age,40-49,PN,M2ml_logit_noprior,0.1905537063614658,,,
age,40-49,PN,M4_context,0.1486266735347938,,,
age,40-49,PN,M5_within_seat,0.1900411224538126,0.014831207264738924,0.1636809450908313,0.22280535111272495
age,50-59,PN,M1_lpm,0.16093319196740818,0.012881105776572565,0.13931563193236013,0.18464603799125978
age,50-59,PN,M2_logit,0.16170658115262312,0.01307849471092025,0.14001656972397453,0.18588491334961846
age,50-59,PN,M3_probit,0.16170605899962742,,,
age,50-59,PN,M2ml_logit_noprior,0.1617058185937421,,,
age,50-59,PN,M4_context,0.15446918620885722,,,
age,50-59,PN,M5_within_seat,0.16408613282557521,0.013052112633714225,0.14204399292728556,0.19095508530865457
age,60-69,PN,M1_lpm,0.1038160349488594,0.008655181846977073,0.08841263385944946,0.12287856784997753
age,60-69,PN,M2_logit,0.10639871318554038,0.009217552996436992,0.09039827690103173,0.127438689295831
age,60-69,PN,M3_probit,0.10640050611313079,,,
age,60-69,PN,M2ml_logit_noprior,0.10640089024770863,,,
age,60-69,PN,M4_context,0.10693223417874072,,,
age,60-69,PN,M5_within_seat,0.10627708517364945,0.01000939128582963,0.08930255687176614,0.12825718411760947
age,70+,PN,M1_lpm,0.05303065713012527,0.007188702256837926,0.04087230263634323,0.06784200043293756
age,70+,PN,M2_logit,0.04284276495960055,0.006754796941795013,0.032140541277934184,0.057863426405404324
age,70+,PN,M3_probit,0.042835756881137596,,,
age,70+,PN,M2ml_logit_noprior,0.042833565186292576,,,
age,70+,PN,M4_context,0.025930035656686348,,,
age,70+,PN,M5_within_seat,0.04146213569288185,0.005003910030649826,0.033348012124422066,0.05224259768939427
