cluster,dim,group,estimand,registered,lo,hi
P.145 Bakri,age,30-39,PN,19869,0.04408878151894911,0.3947355176405456
P.145 Bakri,age,40-49,PN,16830,0.021509209744503863,0.355377302436126
P.145 Bakri,age,50-59,PN,14570,0.013383665065202471,0.3087851750171585
P.145 Bakri,age,60-69,PN,12267,0.002445585717779408,0.23689573652889867
P.145 Bakri,age,70+,PN,9494,0.0018959342742784916,0.18727617442595323
P.146 Muar,ethnicity,Malay,turnout,45269,0.6355563409838962,0.940577437098235
P.146 Muar,ethnicity,Chinese,turnout,21526,0.3612375731673325,0.99567964322215
P.146 Muar,ethnicity,Indian,turnout,884,0.0,1.0
P.146 Muar,ethnicity,Other,turnout,674,0.0,1.0
P.146 Muar,ethnicity,Malay,BN,45269,0.09481101857783472,0.30683249022509884
P.146 Muar,ethnicity,Chinese,BN,21526,0.0,0.43412617300009293
P.146 Muar,ethnicity,Indian,BN,884,0.0,0.9841628959276018
P.146 Muar,ethnicity,Other,BN,674,0.0,1.0
P.146 Muar,ethnicity,Malay,PH,45269,0.03189820848704411,0.40442687048532105
P.146 Muar,ethnicity,Chinese,PH,21526,0.049103409829973056,0.8243054910340983
P.146 Muar,ethnicity,Indian,PH,884,0.0,1.0
P.146 Muar,ethnicity,Other,PH,674,0.0,1.0
P.146 Muar,ethnicity,Malay,PN,45269,0.14111201926263006,0.39362477633700765
P.146 Muar,ethnicity,Chinese,PN,21526,0.0,0.5092910898448388
P.146 Muar,ethnicity,Indian,PN,884,0.0,0.9694570135746606
P.146 Muar,ethnicity,Other,PN,674,0.0,1.0
P.146 Muar,age,18-29,turnout,17958,0.6594832386680031,0.8925826929502172
P.146 Muar,age,30-39,turnout,14623,0.45059153388497575,0.9543869247076523
P.146 Muar,age,40-49,turnout,11689,0.4641971083925058,0.9788690221575841
P.146 Muar,age,50-59,turnout,9793,0.5129173899724293,0.985908301848259
P.146 Muar,age,60-69,turnout,7901,0.409062144032401,0.9505125933426148
P.146 Muar,age,70+,turnout,6389,0.35670683988104557,0.9331663797151354
P.146 Muar,age,18-29,BN,17958,0.0738946430560196,0.26116494041652744
P.146 Muar,age,30-39,BN,14623,0.02202010531354715,0.4054571565342269
P.146 Muar,age,40-49,BN,11689,0.007956198134998716,0.4473436564291214
P.146 Muar,age,50-59,BN,9793,0.01327478811395895,0.5187378739916266
P.146 Muar,age,60-69,BN,7901,0.03240096190355651,0.5882799645614479
P.146 Muar,age,70+,BN,6389,0.0,0.5392080137736736
P.146 Muar,age,18-29,PH,17958,0.1694509410847533,0.40082414522775367
P.146 Muar,age,30-39,PH,14623,0.0599056281200848,0.568829925459892
P.146 Muar,age,40-49,PH,11689,0.0463683805287022,0.6110873470784498
P.146 Muar,age,50-59,PH,9793,0.06974369447564586,0.599816195241499
P.146 Muar,age,60-69,PH,7901,0.10542969244399443,0.5985318314137451
P.146 Muar,age,70+,PH,6389,0.026451713883236812,0.5000782595085302
P.146 Muar,age,18-29,PN,17958,0.18777146675576345,0.440583583918031
P.146 Muar,age,30-39,PN,14623,0.06640224304178349,0.5996033645626753
P.146 Muar,age,40-49,PN,11689,0.02241423560612542,0.5869621011207118
P.146 Muar,age,50-59,PN,9793,0.01960584090677014,0.544674767691208
P.146 Muar,age,60-69,PN,7901,0.026452347804075432,0.43412226300468293
P.146 Muar,age,70+,PN,6389,0.0,0.35608076381280324
P.147 Parit Sulong,ethnicity,Malay,turnout,63859,0.7527208380964312,0.8679590973864295
P.147 Parit Sulong,ethnicity,Chinese,turnout,14256,0.4313973063973064,0.9006734006734006
P.147 Parit Sulong,ethnicity,Indian,turnout,345,0.0,1.0
P.147 Parit Sulong,ethnicity,Other,turnout,974,0.0,1.0
P.147 Parit Sulong,ethnicity,Malay,BN,63859,0.2817613805415055,0.39175370738658605
P.147 Parit Sulong,ethnicity,Chinese,BN,14256,0.0035774410774410776,0.4350448933782267
P.147 Parit Sulong,ethnicity,Indian,BN,345,0.0,1.0
P.147 Parit Sulong,ethnicity,Other,BN,974,0.0,1.0
P.147 Parit Sulong,ethnicity,Malay,PH,63859,0.0296121141890728,0.14480339497956435
P.147 Parit Sulong,ethnicity,Chinese,PH,14256,0.27314814814814814,0.7470538720538721
P.147 Parit Sulong,ethnicity,Indian,PH,345,0.0,1.0
P.147 Parit Sulong,ethnicity,Other,PH,974,0.0,0.9969199178644764
P.147 Parit Sulong,ethnicity,Malay,PN,63859,0.26420708122582565,0.36342567218403043
P.147 Parit Sulong,ethnicity,Chinese,PN,14256,0.0,0.3824354657687991
