election,dim,design,thr,group,estimand,model,pred,truth_lo,truth_hi,truth_mid,truth_width,miss,inside,signed,se,n_pure,n_mixed,coverage
ge15,age,B,0.95,50-59,PH,reconciled,0.3891440550712484,0.488335015136226,0.4983854692230071,0.49336024217961655,0.010050454086781069,0.09919096006497763,False,-0.10421618710836816,0.020238458673742164,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PH,M2_logit,0.39096394771177473,0.488335015136226,0.4983854692230071,0.49336024217961655,0.010050454086781069,0.09737106742445129,False,-0.10239629446784182,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PH,M3_probit,0.39096376873892913,0.488335015136226,0.4983854692230071,0.49336024217961655,0.010050454086781069,0.09737124639729688,False,-0.10239647344068742,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PH,M1_lpm,0.3914461884547169,0.488335015136226,0.4983854692230071,0.49336024217961655,0.010050454086781069,0.09688882668150911,False,-0.10191405372489964,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PH,bivariate,0.41356989377180464,0.488335015136226,0.4983854692230071,0.49336024217961655,0.010050454086781069,0.07476512136442137,False,-0.0797903484078119,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PN,reconciled,0.16042543914726404,0.10752774974772956,0.11731584258324924,0.1124217961654894,0.00978809283551968,0.04310959656401479,False,0.04800364298177463,0.01098575791595563,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PN,M2_logit,0.15932329387737357,0.10752774974772956,0.11731584258324924,0.1124217961654894,0.00978809283551968,0.04200745129412432,False,0.04690149771188416,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PN,M3_probit,0.15932185834609625,0.10752774974772956,0.11731584258324924,0.1124217961654894,0.00978809283551968,0.042006015762847,False,0.04690006218060684,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PN,M1_lpm,0.15953615250243888,0.10752774974772956,0.11731584258324924,0.1124217961654894,0.00978809283551968,0.04222030991918964,False,0.04711435633694948,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,PN,bivariate,0.14276334947476235,0.10752774974772956,0.11731584258324924,0.1124217961654894,0.00978809283551968,0.025447506891513108,False,0.030341553309272948,,89,2099,0.1294920410088619
ge15,age,B,0.95,60-69,turnout,reconciled,0.8137502309362691,0.7862386601535241,0.7917655268667132,0.7890020935101186,0.005526866713189138,0.021984704069555883,False,0.02474813742615045,0.005760746229702256,83,2099,0.12641723155966927
