election,eth,age,estimand,registered,share,rate,se_sampling,rmse_ident,error,lo,hi,bound_lo,bound_hi,cite
ge15,Other,50-59,PN,6439,0.0024826859739616788,0.09098257416835343,0.09994381753238539,0.029719857745710468,0.20436735510076046,0.0,0.29534992926911385,0.0,0.9760832427395558,False
ge15,Other,60-69,PN,3499,0.001349109834274253,0.005879478433406821,0.0486856178229101,0.034635409566478224,0.11710735074933873,0.0,0.12298682918274555,0.0,0.9845670191483281,False
ge15,Other,70+,PN,1245,0.00048003479384722635,0.009790403907097877,0.013173413003444016,0.03749296883731973,0.07789025012435569,0.0,0.08768065403145356,0.0,0.9887550200803212,False
jhr_se16,Malay,18-29,turnout,401380,0.14848465230700936,0.7462474853394266,0.006964418505286465,0.04050128546090452,0.08054758846887958,0.6656998968705471,0.8267950738083062,0.410346803527829,0.9431586028202701,False
jhr_se16,Malay,30-39,turnout,338130,0.1250862411793539,0.7310891116242663,0.007456880080547305,0.017052893259626063,0.03647950341707478,0.6946096082071915,0.767568615041341,0.3003815100700914,0.9699908319285482,True
jhr_se16,Malay,40-49,turnout,271767,0.10053622129532865,0.7395427636945234,0.006864905256117164,0.004051435722426612,0.015623678156838499,0.7239190855376849,0.755166441851362,0.3263972446985837,0.9706734077353026,True
jhr_se16,Malay,50-59,turnout,195152,0.07219362416417731,0.8141430120383027,0.008964354391291174,0.0021496694069183964,0.018068258507617032,0.7960747535306857,0.8322112705459198,0.32853878002787573,0.9946656964827416,True
jhr_se16,Malay,60-69,turnout,150315,0.05560683270598463,0.8348392311322119,0.008095943273217727,0.003023713148973923,0.01693865732557287,0.817900573806639,0.8517778884577848,0.3026510993580148,0.9973987958620231,True
jhr_se16,Malay,70+,turnout,104298,0.03858351753031158,0.6868252557672219,0.014470530545255414,0.008457759573602373,0.03285149160667732,0.6539737641605445,0.7196767473738992,0.2465627337053443,0.9911503576291012,True
jhr_se16,Chinese,18-29,turnout,200788,0.07427857981817677,0.5294738078692243,0.008186009611890309,0.03374601721537432,0.06806040187328179,0.4614134059959425,0.597534209742506,0.15162260692870091,0.9559933860589278,False
jhr_se16,Chinese,30-39,turnout,180438,0.06675039536840938,0.5460185581745004,0.011527876050031178,0.00964779750649599,0.029463430540408144,0.5165551276340923,0.5754819887149085,0.10403019319655504,0.9788348352342633,True
jhr_se16,Chinese,40-49,turnout,169874,0.06284239829089866,0.6067129690369958,0.011722307135791208,0.0019304602475113649,0.02328519276823472,0.5834277762687611,0.6299981618052305,0.15736369309017273,0.9862662914866313,True
jhr_se16,Chinese,50-59,turnout,165638,0.0612753521322149,0.6877203434173632,0.01152367485660561,0.002378394664717274,0.02306245003324633,0.6646578933841168,0.7107827934506096,0.2788007582801048,0.9852751180284717,True
jhr_se16,Chinese,60-69,turnout,136732,0.05058200079536101,0.7661827233096736,0.007485713497594507,0.0025350292973800237,0.01549048402270511,0.7506922392869685,0.7816732073323788,0.3108635871632098,0.9882470818828072,True
jhr_se16,Chinese,70+,turnout,127933,0.047326939617301875,0.562617658250324,0.01004206782930005,0.0020901575660475457,0.02010427758419364,0.5425133806661303,0.5827219358345176,0.24909132123846076,0.8929361462640601,True
jhr_se16,Indian,18-29,turnout,44511,0.016466192532854883,0.49492601272014697,0.03945278433350441,0.05931005675832259,0.13961757060452723,0.35530844211561974,0.6345435833246742,0.0019545730268922287,1.0,False
jhr_se16,Indian,30-39,turnout,41451,0.015334190350236296,0.47509323107469753,0.039129270463251216,0.021890898821999797,0.08787952963906288,0.38721370143563466,0.5629727607137605,0.0004342476659187957,1.0,False
jhr_se16,Indian,40-49,turnout,38597,0.014278394850499875,0.6304771552680949,0.03450706773098329,0.011940360354373476,0.07156845270377603,0.5589087025643189,0.7020456079718709,0.0013731637173873617,1.0,False
jhr_se16,Indian,50-59,turnout,30053,0.011117667187658957,0.6526452642395096,0.029765072875405238,0.01097463254323736,0.06217872943947546,0.5904665348000342,0.7148239936789851,0.002828336605330583,1.0,False
jhr_se16,Indian,60-69,turnout,22597,0.008359429189749091,0.7316167633793652,0.0299415687961394,0.012596912155138506,0.06366771929952017,0.667949044079845,0.7952844826788854,0.011992742399433553,1.0,False
jhr_se16,Indian,70+,turnout,15887,0.005877162965771732,0.29146138115638237,0.09433476448617305,0.016879273256744376,0.18783261626401962,0.10362876489236275,0.479293997420402,0.0,0.9988669981746082,False
jhr_se16,Other,18-29,turnout,17219,0.006369916857029234,0.6059510026228377,0.07374523594381364,0.08080788553689562,0.214423231310923,0.39152777131191474,0.8203742339337607,0.0016261106916777978,1.0,False
jhr_se16,Other,30-39,turnout,22018,0.008145236619900673,0.7561055525543132,0.044475691561888034,0.021714081024722953,0.0970069018544977,0.6590986506998155,0.8531124544088109,0.007857207739122535,1.0,False
jhr_se16,Other,40-49,turnout,14333,0.005302283425971312,0.5765596419822502,0.08519599551121772,0.017041804417877702,0.1702920906126368,0.40626755136961334,0.746851732594887,0.0018837647387148538,1.0,False
jhr_se16,Other,50-59,turnout,7890,0.00291878994145773,0.8476552287509941,0.11136945452133364,0.03583589356595769,0.22930631869179066,0.6183489100592034,1.0,0.0,1.0,False
jhr_se16,Other,60-69,turnout,4332,0.0016025599526482746,0.3378580153093728,0.1652977533952634,0.0589986169331866,0.34400196736692784,0.0,0.6818599826763007,0.0,1.0,False
jhr_se16,Other,70+,turnout,1842,0.000681420921693934,0.4981231937949473,0.11356421730601153,0.07010272091539713,0.2615790397104411,0.2365441540845062,0.7597022335053885,0.0,1.0,False
jhr_se16,Malay,18-29,BN,401380,0.14848465230700936,0.6475777623551248,0.011976163093395442,0.04430030577479026,0.08994554195605278,0.557632220399072,0.7375233043111775,0.25257860381683195,0.8107653595096915,False
jhr_se16,Malay,30-39,BN,338130,0.1250862411793539,0.6263219121526133,0.014836952770818014,0.019746235510034398,0.048410372630720996,0.5779115395218923,0.6747322847833344,0.16282790642652234,0.8906603968887706,True
jhr_se16,Malay,40-49,BN,271767,0.10053622129532865,0.6212149555945347,0.013088259996881459,0.003945858006018628,0.02679344698105889,0.5944215086134758,0.6480084025755936,0.16568604723899516,0.9073250247454621,True
jhr_se16,Malay,50-59,BN,195152,0.07219362416417731,0.6629924481517403,0.01430735399831602,0.0022672691781899443,0.028392336205131364,0.6346001119466089,0.6913847843568717,0.13514593752562107,0.954983807493646,True
jhr_se16,Malay,60-69,BN,150315,0.05560683270598463,0.6991292084173644,0.0134664200925565,0.0029485397946427245,0.02701946247366302,0.6721097459437013,0.7261486708910274,0.11524465289558594,0.9715264610983602,True
jhr_se16,Malay,70+,BN,104298,0.03858351753031158,0.5911405768226167,0.017595452449843264,0.008989633259893612,0.03872741046446676,0.55241316635815,0.6298679872870834,0.11981054286755259,0.9443997008571593,True
jhr_se16,Chinese,18-29,BN,200788,0.07427857981817677,0.027587871793998076,0.010015486081683553,0.03494977144455529,0.07125877755488313,0.00017929358328186944,0.09884664934888121,0.00017929358328186944,0.6508954718409466,False
jhr_se16,Chinese,30-39,BN,180438,0.06675039536840938,0.04487185033887853,0.00855067423355774,0.004815665524907883,0.01923444822084423,0.025637402118034298,0.06410629855972276,0.0,0.7072512441946819,True
jhr_se16,Chinese,40-49,BN,169874,0.06284239829089866,0.07201591077121132,0.009691984805884067,0.0018236250968115364,0.019329632683892223,0.0526862780873191,0.09134554345510354,0.0,0.6833829779719086,True
jhr_se16,Chinese,50-59,BN,165638,0.0612753521322149,0.09057161112106032,0.009517651359830268,0.0014083105189397968,0.018857708503251823,0.0717139026178085,0.10942931962431215,0.0008935147731800674,0.6345403832453905,True
jhr_se16,Chinese,60-69,BN,136732,0.05058200079536101,0.09978317304949924,0.008825370349050498,0.0014727683419542884,0.017536930465145692,0.08224624258435355,0.11732010351464493,0.0020478015387765847,0.6191820495567972,True
jhr_se16,Chinese,70+,BN,127933,0.047326939617301875,0.09859392269219004,0.00901045290102328,0.0012313933616757155,0.01782464465681888,0.08076927803537116,0.11641856734900892,0.005174583571087991,0.49980849350832074,True
jhr_se16,Indian,18-29,BN,44511,0.016466192532854883,0.2419438120200329,0.046553904036486106,0.060164842744321614,0.14910273158948106,0.09284108043055184,0.39104654360951396,0.0,0.9814652557794702,False
jhr_se16,Indian,30-39,BN,41451,0.015334190350236296,0.22881963880299167,0.036881359108538056,0.01708558786844815,0.07966747754983261,0.14915216125315905,0.3084871163528243,0.0,0.9856215772840221,False
jhr_se16,Indian,40-49,BN,38597,0.014278394850499875,0.34416583433225395,0.03475518333156243,0.010048910424507566,0.0709103883986749,0.27325544593357903,0.41507622273092887,0.0,0.9824338679171957,False
jhr_se16,Indian,50-59,BN,30053,0.011117667187658957,0.30528015701642564,0.04352025161058831,0.00990476486666768,0.0874809430056009,0.21779921401082475,0.3927611000220265,0.0,0.9918144611186903,False
jhr_se16,Indian,60-69,BN,22597,0.008359429189749091,0.34399842893874755,0.03786252934780389,0.01312947156619007,0.07854574126692712,0.2654526876718204,0.4225441702056747,0.0,0.9949108288710891,False
jhr_se16,Indian,70+,BN,15887,0.005877162965771732,0.13127893546666267,0.0699578519027758,0.01691417838919392,0.1410681385811023,0.0,0.2723470740477649,0.0,0.9844526971737899,False
jhr_se16,Other,18-29,BN,17219,0.006369916857029234,0.4871825098541314,0.07476407534277962,0.08052393285559264,0.2153661942246913,0.2718163156294401,0.7025487040788227,0.0,0.9990127185086242,False
jhr_se16,Other,30-39,BN,22018,0.008145236619900673,0.639780120702227,0.04350652052941676,0.02252690946290958,0.09602557848775566,0.5437545422144714,0.7358056991899826,0.0,0.9983195567263148,False
jhr_se16,Other,40-49,BN,14333,0.005302283425971312,0.3807753903687785,0.06939578826280117,0.01768781632790098,0.14036438804443976,0.24041100232433874,0.5211397784132182,0.0,0.9981860043256819,False
jhr_se16,Other,50-59,BN,7890,0.00291878994145773,0.450464499101682,0.12411733007601146,0.03259983281529484,0.2515212391833449,0.1989432599183371,0.701985738285027,0.0,1.0,False
jhr_se16,Other,60-69,BN,4332,0.0016025599526482746,0.175147009173018,0.1355770000936452,0.05601956845442561,0.2875214783632384,0.0,0.4626684875362564,0.0,1.0,False
jhr_se16,Other,70+,BN,1842,0.000681420921693934,0.006887529950029092,0.022619180008346264,0.09246902064788352,0.18658280798947222,0.0,0.1934703379395013,0.0,1.0,False
jhr_se16,Malay,18-29,PH,401380,0.14848465230700936,0.031981037042878566,0.002562578016894324,0.008657117621842613,0.017695716650454014,0.014285320392424552,0.049676753693332576,0.001288056206088993,0.3134012656335642,True
jhr_se16,Malay,30-39,PH,338130,0.1250862411793539,0.033221063869251534,0.0030203203108552963,0.0029127681275816567,0.008224191984283891,0.024996871884967645,0.04144525585353542,0.0005293821902818442,0.3806080501582232,True
jhr_se16,Malay,40-49,PH,271767,0.10053622129532865,0.030806388265240865,0.0030316902046812087,0.0012126313428704,0.006399818781229712,0.024406569484011154,0.037206207046470575,0.0010118962199236847,0.4064106385249129,True
jhr_se16,Malay,50-59,PH,195152,0.07219362416417731,0.04780015607574187,0.003732525805197247,0.0011823791297044797,0.00767403685913177,0.0401261192166101,0.055474192934873635,0.00036381897187833076,0.489961670902681,True
jhr_se16,Malay,60-69,PH,150315,0.05560683270598463,0.052622896330170574,0.004695535119729153,0.0012373961762569706,0.009517449881783099,0.04310544644838747,0.062140346211953676,0.00045238332834381134,0.5079865615540697,True
jhr_se16,Malay,70+,PH,104298,0.03858351753031158,0.03190376703518769,0.003691870167698192,0.001914580592088978,0.008151226023431176,0.023752541011756514,0.04005499305861887,0.0,0.4484937390937506,True
jhr_se16,Chinese,18-29,PH,200788,0.07427857981817677,0.48335872307229677,0.006608670864879124,0.009777651074312447,0.023131071940790452,0.4602276511315063,0.5064897950130872,0.025718668446321494,0.6746369304938542,True
jhr_se16,Chinese,30-39,PH,180438,0.06675039536840938,0.4863785879673764,0.007458035473897517,0.007606670829568946,0.02087963393965052,0.46549895402772584,0.5072582219070269,0.012580498564603908,0.7843469779093095,True
jhr_se16,Chinese,40-49,PH,169874,0.06284239829089866,0.5160443003491394,0.008822392976865899,0.0022533565031149553,0.01784700635142995,0.49819729399770946,0.5338913067005694,0.024577039452770878,0.839481027114214,True
jhr_se16,Chinese,50-59,PH,165638,0.0612753521322149,0.576763642180303,0.011006426273597804,0.002071647205743034,0.021951399869652336,0.5548122423106506,0.5987150420499553,0.07215131793429044,0.8760489742691895,True
jhr_se16,Chinese,60-69,PH,136732,0.05058200079536101,0.6455664447899004,0.008072464526341751,0.0021003071346209165,0.016348793843543267,0.6292176509463572,0.6619152386334437,0.10909662697832256,0.8996065295614779,True
jhr_se16,Chinese,70+,PH,127933,0.047326939617301875,0.4404930016771661,0.009926659926878308,0.001739515833671589,0.019752725253084667,0.4207402764240814,0.4602457269302508,0.09520608443482136,0.7159841479524438,True
jhr_se16,Indian,18-29,PH,44511,0.016466192532854883,0.15372524544510502,0.025317735105612388,0.024513112589171857,0.06907103404060935,0.08465421140449567,0.22279627948571437,0.0,0.9488665723079688,False
jhr_se16,Indian,30-39,PH,41451,0.015334190350236296,0.15688986052967255,0.023618367538835373,0.008160961778941383,0.04897759530624275,0.1079122652234298,0.20586745583591531,0.0,0.949313647439145,True
jhr_se16,Indian,40-49,PH,38597,0.014278394850499875,0.18365476741024653,0.021293848300470784,0.009217418416086972,0.04547828414105944,0.13817648326918708,0.22913305155130598,0.0,0.9670440707827033,False
jhr_se16,Indian,50-59,PH,30053,0.011117667187658957,0.21129167695559262,0.027715632726154002,0.010459488049327354,0.058062239813274276,0.15322943714231835,0.2693539167688669,0.0,0.9868232788739892,False
jhr_se16,Indian,60-69,PH,22597,0.008359429189749091,0.24070299879333143,0.03107729761797714,0.01089087774706043,0.0645435364194547,0.17615946237387672,0.3052465352127861,0.0,0.9724299685798999,False
jhr_se16,Indian,70+,PH,15887,0.005877162965771732,0.07756101868553515,0.040220857963626365,0.010028196478785547,0.08124624710607668,0.0,0.15880726579161183,0.0,0.9497073078617738,False
jhr_se16,Other,18-29,PH,17219,0.006369916857029234,0.059142448353364435,0.02006976915449588,0.017597004260787846,0.05231585477582604,0.006826593577538398,0.11145830312919047,0.0,0.8649747372088972,False
jhr_se16,Other,30-39,PH,22018,0.008145236619900673,0.045510169765262794,0.018790308438577142,0.008557985724319738,0.04046888900693433,0.005041280758328465,0.08597905877219712,0.0,0.8330002725043146,False
jhr_se16,Other,40-49,PH,14333,0.005302283425971312,0.06357681810840339,0.025348483842641798,0.01205568699645364,0.05501581471841998,0.008561003389983411,0.11859263282682336,0.0,0.9060210702574478,False
jhr_se16,Other,50-59,PH,7890,0.00291878994145773,0.22572840115193485,0.08743745377375604,0.017782239382343797,0.1748855661515508,0.05084283500038406,0.40061396730348564,0.0,0.9621039290240812,False
jhr_se16,Other,60-69,PH,4332,0.0016025599526482746,0.02758178252876662,0.03848090546347215,0.024656577244354744,0.08957707970194988,0.0,0.1171588622307165,0.0,0.9572945521698984,False
jhr_se16,Other,70+,PH,1842,0.000681420921693934,0.2639894436283825,0.09639305244928219,0.07452607985895879,0.2388126056715136,0.025176837956868897,0.5028020492998961,0.0,0.9837133550488599,False
jhr_se16,Malay,18-29,PN,401380,0.14848465230700936,0.05697643594356753,0.009409290669151572,0.007697344311374906,0.023827011518425777,0.03314942442514175,0.0808034474619933,0.005879714983307588,0.09608849469330809,True
jhr_se16,Malay,30-39,PN,338130,0.1250862411793539,0.06472215483822957,0.010151346290399668,0.005512919697750377,0.022641361031831776,0.0420807938063978,0.08736351587006135,0.0034454204004377015,0.14875935291160206,True
jhr_se16,Malay,40-49,PN,271767,0.10053622129532865,0.08158656688592511,0.011465821584172595,0.0016150734511409237,0.022694864193406678,0.058891702692518436,0.10428143107933179,0.006038260715980969,0.1703407698506441,True
jhr_se16,Malay,50-59,PN,195152,0.07219362416417731,0.0905741348612912,0.014926749451037231,0.0012540820750041601,0.02935950274867076,0.061214632112620446,0.11993363760996197,0.002162416987783881,0.1983684512585062,True
jhr_se16,Malay,60-69,PN,150315,0.05560683270598463,0.0671517684716549,0.011276321696518585,0.0010685324963678985,0.022200596736870193,0.0449511717347847,0.08935236520852509,0.00041246715231347506,0.16527957954961248,True
jhr_se16,Malay,70+,PN,104298,0.03858351753031158,0.040507466203897995,0.006272898089608797,0.0028049376485765713,0.013468056340702047,0.027039409863195946,0.053975522544600044,0.0,0.15200674988973903,True
jhr_se16,Chinese,18-29,PN,200788,0.07427857981817677,1.4804788618064829e-05,1.2330883805865165e-05,0.004528074081406667,0.008875058107456228,0.0,0.008889862896074293,0.0,0.08374006414725979,True
jhr_se16,Chinese,30-39,PN,180438,0.06675039536840938,1.6705585031031117e-05,1.1443553210577598e-05,0.0004571934567907541,0.000896379834876722,0.0,0.0009130854199077531,0.0,0.10205721632915461,True
jhr_se16,Chinese,40-49,PN,169874,0.06284239829089866,2.394143697343403e-05,2.6951375997590586e-05,0.00034323642904576573,0.0006748141463416999,0.0,0.0006987555833151338,0.0,0.10445977606932197,True
jhr_se16,Chinese,50-59,PN,165638,0.0612753521322149,2.7392535262218566e-05,2.018983822447399e-05,0.0003431929806556448,0.0006738212377118974,0.0,0.0007012137729741159,0.0,0.0984556683852739,True
jhr_se16,Chinese,60-69,PN,136732,0.05058200079536101,0.00013654348519461705,0.000521537123387515,0.00034452716099986217,0.0012251174936025136,0.0,0.0013616609787971308,0.0,0.08632214843635726,True
jhr_se16,Chinese,70+,PN,127933,0.047326939617301875,0.0026697349307900076,0.0015437540484231212,0.00031691649574586026,0.0030888584087054474,0.0,0.005758593339495455,0.0,0.06419766596577896,True
jhr_se16,Indian,18-29,PN,44511,0.016466192532854883,4.251829021478515e-05,2.4496142746745265e-05,0.007083603766626548,0.013883946399375891,0.0,0.013926464689590676,0.0,0.18150569522140594,True
jhr_se16,Indian,30-39,PN,41451,0.015334190350236296,4.4612417484914246e-05,2.111889759692332e-05,0.002238890356884554,0.004388420320289339,0.0,0.004433032737774253,0.0,0.19396395744372874,True
jhr_se16,Indian,40-49,PN,38597,0.014278394850499875,7.936008313374468e-05,5.610889603269903e-05,0.001173990227945444,0.0023036473458320807,0.0,0.0023830074289658255,0.0,0.21097494623934504,False
jhr_se16,Indian,50-59,PN,30053,0.011117667187658957,8.807104037443122e-05,5.378674521113292e-05,0.0016227282516790744,0.0031822940461526325,0.0,0.0032703650865270636,0.0,0.22447010281835425,False
jhr_se16,Indian,60-69,PN,22597,0.008359429189749091,0.00014898593235929366,0.00011343268547087182,0.0017433922578641114,0.003424274002338409,0.0,0.003573259934697703,0.0,0.2104261627649688,False
jhr_se16,Indian,70+,PN,15887,0.005877162965771732,0.0003061403038865227,0.00030040252833209966,0.0021080870300153056,0.004173590976597129,0.0,0.004479731280483652,0.0,0.2011707685529049,False
jhr_se16,Other,18-29,PN,17219,0.006369916857029234,0.00033833369942784004,0.0032018636980562123,0.008430893700100126,0.017676103246391697,0.0,0.01801443694581954,0.0,0.3763284743597189,False
jhr_se16,Other,30-39,PN,22018,0.008145236619900673,0.00030738169808118207,0.009674487318390605,0.0038635560072149493,0.020418155470733557,0.0,0.02072553716881474,0.0,0.35929693886819875,False
jhr_se16,Other,40-49,PN,14333,0.005302283425971312,0.00044659226713346107,0.005678334288783547,0.0031007915045729853,0.012680819543752945,0.0,0.013127411810886405,0.0,0.39635805483848463,False
jhr_se16,Other,50-59,PN,7890,0.00291878994145773,0.0012273671686595827,0.0105991847261963,0.0028834221856895606,0.02152940588893857,0.0,0.022756773057598153,0.0,0.438276299112801,False
jhr_se16,Other,60-69,PN,4332,0.0016025599526482746,0.0009925030571413683,0.0006034867489737668,0.005227605531584379,0.010314155406697533,0.0,0.011306658463838902,0.0,0.4533702677746999,False
jhr_se16,Other,70+,PN,1842,0.000681420921693934,0.0015210121155139107,0.0008956051789809933,0.01409964078287063,0.027690990627309748,0.0,0.029212002742823658,0.0,0.4761129207383279,False
