dim,group,estimand,model,estimate,se,ci_lo,ci_hi,lo,hi,violates,excess
age,18-29,PN,M2_logit,0.14205009903872173,0.008775721338711313,0.12711046550536756,0.16321547111030515,0.0822698362125932,0.2075382917964693,False,0.0
age,18-29,PN,M3_probit,0.14204971780798648,,,,0.0822698362125932,0.2075382917964693,False,0.0
age,18-29,PN,M2ml_logit_noprior,0.1420497906554604,,,,0.0822698362125932,0.2075382917964693,False,0.0
age,18-29,PN,M4_context,0.18125498540197837,,,,0.0822698362125932,0.2075382917964693,False,0.0
age,18-29,PN,M5_within_seat,0.14304367344057112,0.0086582418826729,0.1284679322140653,0.16358674864559064,0.0822698362125932,0.2075382917964693,False,0.0
age,30-39,PN,M1_lpm,0.13798912401513694,0.00800574525778349,0.12388980470586476,0.15402019106289205,0.0360096537740335,0.2788971729514889,False,0.0
age,30-39,PN,M2_logit,0.1381546001737408,0.008029425961634116,0.12393183470969947,0.15465244695238017,0.0360096537740335,0.2788971729514889,False,0.0
age,30-39,PN,M3_probit,0.13815434550750272,,,,0.0360096537740335,0.2788971729514889,False,0.0
age,30-39,PN,M2ml_logit_noprior,0.13815414636122247,,,,0.0360096537740335,0.2788971729514889,False,0.0
age,30-39,PN,M4_context,0.053886242412687205,,,,0.0360096537740335,0.2788971729514889,False,0.0
age,30-39,PN,M5_within_seat,0.1362620893581892,0.007722813891396345,0.12272188917559083,0.15168983068238193,0.0360096537740335,0.2788971729514889,False,0.0
age,40-49,PN,M1_lpm,0.13390981731337867,0.009000338660123347,0.11698725021510671,0.1541162732425642,0.025490021440814,0.2835487914288879,False,0.0
age,40-49,PN,M2_logit,0.1341450554065863,0.009071161715802611,0.11705460480650763,0.154578494730107,0.025490021440814,0.2835487914288879,False,0.0
age,40-49,PN,M3_probit,0.13414482909821196,,,,0.025490021440814,0.2835487914288879,False,0.0
age,40-49,PN,M2ml_logit_noprior,0.13414456027675875,,,,0.025490021440814,0.2835487914288879,False,0.0
age,40-49,PN,M4_context,0.10317724567458028,,,,0.025490021440814,0.2835487914288879,False,0.0
age,40-49,PN,M5_within_seat,0.13387279245589856,0.008787519764963737,0.11749190946008126,0.15277465625726605,0.025490021440814,0.2835487914288879,False,0.0
age,50-59,PN,M1_lpm,0.12747233365310554,0.008497159966450035,0.11201409113807928,0.14454632378425927,0.0158166517084845,0.2770853656950351,False,0.0
age,50-59,PN,M2_logit,0.1284554541249791,0.008569856856005104,0.11263494861672321,0.14558182726962676,0.0158166517084845,0.2770853656950351,False,0.0
age,50-59,PN,M3_probit,0.12845478772970326,,,,0.0158166517084845,0.2770853656950351,False,0.0
age,50-59,PN,M2ml_logit_noprior,0.12845460690303248,,,,0.0158166517084845,0.2770853656950351,False,0.0
age,50-59,PN,M4_context,0.1250966899502081,,,,0.0158166517084845,0.2770853656950351,False,0.0
age,50-59,PN,M5_within_seat,0.13109726844349473,0.008739861944256832,0.1149970005246658,0.14878564838164415,0.0158166517084845,0.2770853656950351,False,0.0
age,60-69,PN,M1_lpm,0.0946140864149746,0.007004397807073613,0.08227108354834599,0.10835155836616142,0.0091675451505947,0.2310569292376847,False,0.0
age,60-69,PN,M2_logit,0.09717324452244325,0.0075517408252350786,0.08392047604749146,0.11226153008567058,0.0091675451505947,0.2310569292376847,False,0.0
age,60-69,PN,M3_probit,0.09717445260228841,,,,0.0091675451505947,0.2310569292376847,False,0.0
age,60-69,PN,M2ml_logit_noprior,0.09717457986502823,,,,0.0091675451505947,0.2310569292376847,False,0.0
age,60-69,PN,M4_context,0.09757020826128819,,,,0.0091675451505947,0.2310569292376847,False,0.0
age,60-69,PN,M5_within_seat,0.09670065569709412,0.0074083083995460566,0.08427409336799811,0.11198374320411061,0.0091675451505947,0.2310569292376847,False,0.0
age,70+,PN,M1_lpm,0.05345527180609031,0.004218510498339799,0.046140250147885434,0.06206717525572216,0.0003471234554211,0.1956281729253347,False,0.0
age,70+,PN,M2_logit,0.04609941016363795,0.004064286048823588,0.03915166625868312,0.0545488403241066,0.0003471234554211,0.1956281729253347,False,0.0
age,70+,PN,M3_probit,0.046094240073399594,,,,0.0003471234554211,0.1956281729253347,False,0.0
age,70+,PN,M2ml_logit_noprior,0.046092547982905234,,,,0.0003471234554211,0.1956281729253347,False,0.0
age,70+,PN,M4_context,0.03092731796149583,,,,0.0003471234554211,0.1956281729253347,False,0.0
age,70+,PN,M5_within_seat,0.04500647691329131,0.0034161451780785747,0.039141012785127875,0.05166238736201373,0.0003471234554211,0.1956281729253347,False,0.0
